pair,ligand,cls,smiles,label_rule,prep,pA,pB,min_pchembl,heavy,mw,clogp,tpsa,vina_mean,vina_min,rtm_min,rtm_mean,rtm_min_z,gnina_cnn_min
EGFR/HER2,EH40_18,A_only,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCc4cccc(F)c4)cc2NC3=O)ccc1O,theta_6_panel120,rdkit_meeko_unified,6.3,5.9,5.9,36.0,483.4990000000002,5.446200000000004,99.69000000000001,11.337,10.303,30.76960618528285,38.40263754180306,-0.8768361425684215,0.626434803
EGFR/HER2,EH40_19,A_only,Oc1c(Cl)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,theta_6_panel120,rdkit_meeko_unified,6.17,5.85,5.85,27.0,400.906,5.583900000000003,35.5,8.411000000000001,8.367,32.861979570008685,33.00621540518826,-1.101260945872775,0.2485249788
EGFR/HER2,EH40_20,A_only,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1,theta_6_panel120,rdkit_meeko_unified,9.59,5.8,5.8,38.0,545.9740000000003,4.4577000000000035,97.84,10.026499999999999,9.818,42.49106126091406,43.83464679874357,-0.5653005267686532,0.177113995
EGFR/HER2,EH40_21,A_only,COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,theta_6_panel120,rdkit_meeko_unified,6.88,5.72,5.72,32.0,496.40900000000016,4.741400000000003,79.38,9.1375,8.862,40.59718073794564,56.10819488285172,-0.2850496620692006,0.1507405192
EGFR/HER2,EH40_22,A_only,Cc1c(C(=O)NCCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,theta_6_panel120,rdkit_meeko_unified,6.01,5.65,5.65,40.0,566.0810000000001,4.748720000000004,98.41000000000001,10.062999999999999,9.946,40.41843408024804,46.945680825166306,-0.2958132390731727,0.7677553296
EGFR/HER2,EH40_23,A_only,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,theta_6_panel120,rdkit_meeko_unified,6.35,5.57,5.57,34.0,470.89500000000027,6.087860000000003,106.65,11.1485,10.945,65.91810777616817,81.53375979453438,1.2396991164447393,0.7865078449
EGFR/HER2,EH40_24,A_only,O=C1CSC(N/N=C/c2cc(F)ccc2O)=N1,theta_6_panel120,rdkit_meeko_unified,6.01,5.45,5.45,17.0,253.258,1.0842,74.05,7.3515,7.308,21.070613912939365,26.48928026379948,-1.4608797914343674,0.6686756611
EGFR/HER2,EH40_25,A_only,c1ccc(Nc2ncnc3ccccc23)cc1,theta_6_panel120,rdkit_meeko_unified,7.1,5.3,5.3,17.0,221.26300000000003,3.373400000000001,37.81,8.0215,7.892,19.896400047697373,44.220408091710276,-1.5315873588958286,0.7834923863
EGFR/HER2,EH40_26,A_only,CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,theta_6_panel120,rdkit_meeko_unified,6.7,5.14,5.14,24.0,324.3840000000001,3.0805000000000016,68.52,7.6579999999999995,7.499,36.69947656890007,45.192065341464684,-0.5197574854356123,0.878395021
EGFR/HER2,EH40_27,A_only,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,theta_6_panel120,rdkit_meeko_unified,6.28,4.8,4.8,28.0,401.8460000000001,3.3046000000000015,94.14,9.0155,8.734,40.55167608160593,42.87970853389592,-0.5639856152245215,0.6062709689
EGFR/HER2,EH40_28,B_only,Cc1cc(Nc2ncnc3cccc(OC4CCN(C)CC4(F)F)c23)ccc1Oc1ccc2ccnn2c1,theta_6_panel120,rdkit_meeko_unified,5.99,7.79,5.99,38.0,516.5520000000002,5.840020000000005,76.81,11.0595,10.812,56.08355781227816,58.62645527066785,-0.07935696280823301,0.9321275949
EGFR/HER2,EH40_29,B_only,CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,theta_6_panel120,rdkit_meeko_unified,5.92,6.03,5.92,32.0,454.8890000000002,5.558120000000003,89.13000000000001,9.235499999999998,9.133,52.57201877578869,55.5797647150536,-0.23583187024491403,0.29515481
EGFR/HER2,EH40_30,B_only,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,theta_6_panel120,rdkit_meeko_unified,5.9,6.1,5.9,33.0,438.49100000000027,2.4301000000000004,94.21999999999998,9.907,9.73,30.69121311756209,33.77530964339096,-1.2108451064451389,0.452660203
EGFR/HER2,EH40_31,B_only,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2F)cn1,theta_6_panel120,rdkit_meeko_unified,5.84,8.3,5.84,35.0,479.51600000000036,3.5668200000000008,121.31,10.0295,9.944,75.41189162583845,80.50966728994703,1.236233479651792,0.7740440965
EGFR/HER2,EH40_32,B_only,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccnc4)c3)c12,theta_6_panel120,rdkit_meeko_unified,5.75,6.6,5.75,27.0,355.4050000000001,3.574320000000002,72.93,9.386,9.045,34.47853019687645,48.504178747009334,-0.6534960828722761,0.2488914579
EGFR/HER2,EH40_33,B_only,O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,theta_6_panel120,rdkit_meeko_unified,5.69,7.72,5.69,39.0,549.0500000000002,6.352300000000005,91.41000000000001,10.6265,10.611,33.503115122254385,69.1391235604664,-0.7122325952175397,0.3252042532
EGFR/HER2,EH40_34,B_only,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc2N1,theta_6_panel120,rdkit_meeko_unified,5.64,6.89,5.64,31.0,435.87100000000015,4.107500000000002,101.3,9.384,9.136,58.361247004973066,58.47793613610276,0.032536723549314334,0.7955318093
EGFR/HER2,EH40_35,B_only,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)nc4)c3s2)C1)N1CCOCC1,theta_6_panel120,rdkit_meeko_unified,5.58,6.35,5.58,41.0,574.638,4.098800000000003,110.73,10.6175,10.393,45.76359855388822,55.27624328113369,0.026056216568649142,0.7804031372
EGFR/HER2,EH40_36,B_only,COc1cc(O[C@H]2CCNCC2(F)F)c2c(Nc3ccc(Oc4ccn5ncnc5c4)c(C)c3)ncnc2c1,theta_6_panel120,rdkit_meeko_unified,5.51,7.97,5.51,39.0,533.5390000000002,4.9014200000000026,107.72,10.931999999999999,10.684,43.92611809357754,50.24445328973907,-0.08459123655076925,0.7354686856
EGFR/HER2,EH40_37,B_only,C=CC(=O)N1[C@@H]2CC[C@H]1C[C@@H](n1nc(-c3ccc(Oc4ccc5c(c4)ncn5C)c(Cl)c3)c3c(C)ncnc31)C2,theta_6_panel120,rdkit_meeko_unified,5.34,7.08,5.34,40.0,554.0540000000001,6.014620000000005,90.96000000000001,10.692,10.414,49.438866527268814,60.83433756858713,0.2473696125854815,0.8288607597
EGFR/HER2,EH40_38,neither,CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)csc12,theta_6_panel120,rdkit_meeko_unified,5.8,5.9,5.8,32.0,449.51100000000014,4.996620000000003,109.14000000000001,9.879000000000001,9.685,35.18778134748751,38.36520980618319,-1.0104770939443581,0.1665873826
EGFR/HER2,EH40_39,neither,Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,theta_6_panel120,rdkit_meeko_unified,5.92,5.2,5.2,29.0,405.8600000000001,6.258700000000004,47.04,10.161000000000001,9.938,34.62587039425505,43.09378653761911,-0.6446237068475,0.4371072948
EGFR/HER2,EH40_40,neither,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,theta_6_panel120,rdkit_meeko_unified,4.8,5.7,4.8,26.0,388.8760000000001,3.879880000000003,96.33999999999999,7.885,7.829,43.01083839805634,45.06942879075238,-0.661880049987417,0.4511547983
EGFR/HER2,EH120_041,dual,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,theta_6_panel120,rdkit_meeko_unified,9.96,10.22,9.96,37.0,493.6150000000002,4.590320000000004,86.28000000000002,10.7285,10.482,29.960845442032905,30.163567620077284,-1.225323756918661,0.3353167176
EGFR/HER2,EH120_042,dual,N#Cc1c(NC(=O)CNc2n[nH]c3ncccc23)sc2c1CCCC2,theta_6_panel120,rdkit_meeko_unified,9.33,9.85,9.33,25.0,352.42300000000023,2.8204800000000008,106.49,9.323,9.29,29.202609000936192,36.80331304440736,-0.9711959201216162,0.6967961788
EGFR/HER2,EH120_043,dual,CCOC(=O)C1=C(C(F)(F)F)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(S(=O)(=O)c2ccccc2)cc1,theta_6_panel120,rdkit_meeko_unified,9.66,9.22,9.22,37.0,533.5680000000002,5.228900000000005,89.53999999999999,8.6435,8.541,23.465586818508925,27.504587845350272,-1.31666184843296,0.1542371809
EGFR/HER2,EH120_044,dual,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,theta_6_panel120,rdkit_meeko_unified,9.3,9.15,9.15,33.0,467.93600000000015,3.1403000000000016,86.28,10.190000000000001,9.618,28.86190094199506,38.48204924224311,-0.9917123173260376,0.2041749656
EGFR/HER2,EH120_045,dual,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,theta_6_panel120,rdkit_meeko_unified,9.3,9.12,9.12,33.0,440.5070000000002,4.2173000000000025,99.16,10.14,9.661,70.5471104256364,81.4842790885279,1.5184434975197356,0.9177952409
EGFR/HER2,EH120_046,dual,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,theta_6_panel120,rdkit_meeko_unified,10.28,9.02,9.02,37.0,547.4140000000001,5.542800000000005,85.81,9.908999999999999,9.712,36.09995875251678,37.61829085378362,-0.9698302796744309,0.258818388
EGFR/HER2,EH120_047,dual,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,theta_6_panel120,rdkit_meeko_unified,10.7,9.0,9.0,40.0,557.054,5.932480000000005,112.39999999999999,9.634,9.106,38.42975135618386,42.11989289478359,-0.8660142382699987,0.2282857448
EGFR/HER2,EH120_048,dual,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,theta_6_panel120,rdkit_meeko_unified,9.52,8.96,8.96,25.0,355.76000000000005,3.5227000000000013,79.8,8.894,8.336,32.24347004565485,38.12842290235067,-0.7880845689232014,0.4483202696
EGFR/HER2,EH120_049,dual,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,theta_6_panel120,rdkit_meeko_unified,8.96,9.3,8.96,33.0,512.3870000000002,3.2494000000000014,86.28,9.7745,9.551,33.07683291859263,40.50878746781426,-0.737902005676104,0.2198264301
EGFR/HER2,EH120_050,dual,Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nccn2cn1,theta_6_panel120,rdkit_meeko_unified,8.96,8.97,8.96,40.0,536.5960000000003,4.811320000000003,129.8,10.293,9.956,45.5403459478986,46.34498857878744,-0.47745458429609383,0.3349354863
EGFR/HER2,EH120_051,dual,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,theta_6_panel120,rdkit_meeko_unified,9.14,8.96,8.96,24.0,388.20000000000005,3.794500000000002,79.8,8.626,8.286,29.560624689887465,48.80968746985197,-0.9496373103758807,0.8421007991
EGFR/HER2,EH120_052,dual,O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,theta_6_panel120,rdkit_meeko_unified,8.89,9.1,8.89,32.0,454.89300000000014,3.225100000000001,92.27000000000001,10.0745,9.923,33.11624267195141,41.483401562548494,-0.7355288708692846,0.2531304657
EGFR/HER2,EH120_053,dual,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,theta_6_panel120,rdkit_meeko_unified,8.89,9.0,8.89,34.0,454.50500000000017,5.590520000000004,94.06,10.3905,10.136,43.11217579370263,49.84355047151642,-0.6573644346293489,0.844892621
EGFR/HER2,EH120_054,A_only,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,theta_6_panel120,rdkit_meeko_unified,10.6,5.27,5.27,22.0,360.2110000000001,4.153100000000003,56.27000000000001,7.9384999999999994,7.685,28.611573116765054,38.71929043422395,-1.0067862932974283,0.4731277823
EGFR/HER2,EH120_055,A_only,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,theta_6_panel120,rdkit_meeko_unified,9.26,4.04,4.04,24.0,383.2490000000001,4.650500000000003,66.91,8.6755,8.25,33.08641933559403,53.13030728739842,-0.7373247409657264,0.4565577507
EGFR/HER2,EH120_056,A_only,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,theta_6_panel120,rdkit_meeko_unified,9.52,5.22,5.22,35.0,607.2730000000003,5.776400000000004,111.83,7.8785,7.795,67.01967219669464,72.9381877271805,0.9354191192972359,0.5449162722
EGFR/HER2,EH120_057,A_only,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,theta_6_panel120,rdkit_meeko_unified,7.89,4.28,4.28,20.0,330.189,3.572600000000002,62.730000000000004,7.8095,7.557,39.89707178920726,52.72555355336244,-0.3272080815774645,0.8616606593
EGFR/HER2,EH120_058,A_only,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1,theta_6_panel120,rdkit_meeko_unified,9.28,5.81,5.81,34.0,489.91000000000037,4.298600000000003,88.61000000000001,9.726500000000001,9.275,39.951085959547946,40.96045158386896,-0.7982232529590114,0.1222666353
EGFR/HER2,EH120_059,A_only,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,theta_6_panel120,rdkit_meeko_unified,7.54,4.31,4.31,29.0,413.7960000000001,3.8401200000000006,120.0,9.11,8.645,23.154232264384184,26.674335498726016,-1.546694535740409,0.2439608723
EGFR/HER2,EH120_060,A_only,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,theta_6_panel120,rdkit_meeko_unified,8.32,5.58,5.58,30.0,475.3620000000003,4.426100000000003,62.74,9.094000000000001,9.015,20.53332877928516,28.417481820703138,-1.4932334588185159,0.3451068997
EGFR/HER2,EH120_061,A_only,CS(=O)(=O)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,theta_6_panel120,rdkit_meeko_unified,7.33,4.72,4.72,39.0,591.0360000000002,7.9379000000000035,93.21000000000001,10.9065,10.876,88.28872172371186,92.52151656632665,1.732940248838338,0.8467622399
EGFR/HER2,EH120_062,A_only,O=C(Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1)NC1CC1,theta_6_panel120,rdkit_meeko_unified,6.95,4.43,4.43,41.0,596.0339999999999,8.850299999999999,88.17,11.256499999999999,11.098,64.84547318357795,82.28398800196891,1.1751083420874295,0.8640787005
EGFR/HER2,EH120_063,A_only,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc2ccc(Cl)cc12,theta_6_panel120,rdkit_meeko_unified,7.3,4.98,4.98,33.0,516.8370000000002,8.135900000000001,56.269999999999996,9.695,9.575,34.57311242978854,41.10096566288641,-1.037866868342909,0.2430639267
EGFR/HER2,EH120_064,A_only,COc1cc2ncnc(NCCOc3ccccc3F)c2cc1OC,theta_6_panel120,rdkit_meeko_unified,7.36,5.06,5.06,25.0,343.3580000000001,3.277000000000002,65.50000000000001,7.9830000000000005,7.819,43.492432295087006,50.098548148920045,-0.11070646884495412,0.5480173826
EGFR/HER2,EH120_065,A_only,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,theta_6_panel120,rdkit_meeko_unified,8.01,5.79,5.79,25.0,393.244,4.737080000000002,77.81,8.681999999999999,8.591,23.13006072894036,36.81412499524427,-1.3368662032915704,0.3582755923
EGFR/HER2,EH120_066,A_only,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,theta_6_panel120,rdkit_meeko_unified,7.75,5.6,5.6,36.0,530.4560000000004,5.190380000000005,82.88,8.585,8.522,24.887849144328424,25.397658508076923,-1.4240097863046086,0.14274472
EGFR/HER2,EH120_067,A_only,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,theta_6_panel120,rdkit_meeko_unified,7.0,4.87,4.87,22.0,294.31,2.32118,93.35,8.65,8.423,31.491971613771565,35.37309389706164,-1.1751631418502708,0.4938386083
EGFR/HER2,EH120_068,A_only,NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,theta_6_panel120,rdkit_meeko_unified,7.58,5.5,5.5,44.0,684.9199999999998,7.293500000000005,128.90000000000003,9.1645,8.977,77.73176210127663,93.16065675752873,1.9510812461275988,0.7150743008
EGFR/HER2,EH120_069,A_only,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,theta_6_panel120,rdkit_meeko_unified,7.43,5.38,5.38,29.0,450.34000000000003,4.668880000000003,81.05000000000001,8.942499999999999,8.872,34.12995943128004,42.73887319458013,-0.6744859482222494,0.2270092517
EGFR/HER2,EH120_070,A_only,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,theta_6_panel120,rdkit_meeko_unified,6.4,4.43,4.43,23.0,308.337,2.8821800000000017,93.35000000000001,8.994,8.852,33.60390255413852,36.644621316242265,-1.0810550613269936,0.243406862
EGFR/HER2,EH120_071,A_only,C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,theta_6_panel120,rdkit_meeko_unified,7.69,5.81,5.81,34.0,454.5340000000002,4.653700000000003,107.95,9.9375,9.8,72.8386941893104,82.2015439062949,1.5016764363969106,0.9073238969
EGFR/HER2,EH120_072,A_only,Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,theta_6_panel120,rdkit_meeko_unified,7.67,5.82,5.82,35.0,512.9440000000002,8.148600000000002,73.06,11.000499999999999,10.933,86.01770183781822,93.42129138755696,1.9143256708840997,0.8909302354
EGFR/HER2,EH120_073,A_only,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCN(C)CC2)CCO4)c1,theta_6_panel120,rdkit_meeko_unified,7.8,5.96,5.96,35.0,468.56100000000043,2.883700000000002,73.83000000000001,9.900500000000001,9.858,63.91321144117465,73.44174363362166,1.1187207657224179,0.7483292222
EGFR/HER2,EH120_074,A_only,Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1,theta_6_panel120,rdkit_meeko_unified,6.5,4.68,4.68,23.0,329.76200000000006,4.591700000000002,47.04,8.4955,8.486,28.936912950661945,45.1035082599907,-0.9871953235992258,0.7926552892
EGFR/HER2,EH120_075,A_only,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,theta_6_panel120,rdkit_meeko_unified,7.3,5.48,5.48,26.0,350.3820000000002,3.088300000000001,97.2,8.498999999999999,8.296,36.452729650024295,42.93679357821655,-0.5346158301790724,0.807682395
EGFR/HER2,EH120_076,A_only,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,theta_6_panel120,rdkit_meeko_unified,6.16,4.38,4.38,21.0,280.283,2.6434800000000003,93.35,8.780999999999999,8.776,29.02426445129916,31.74343907013607,-1.0427907151409415,0.4827498198
EGFR/HER2,EH120_077,A_only,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,theta_6_panel120,rdkit_meeko_unified,6.47,4.72,4.72,27.0,377.444,4.6822000000000035,64.63,9.102,8.672,35.08091781455726,41.943292373661926,-0.6172221430254349,0.3289752007
EGFR/HER2,EH120_078,A_only,COc1cc2ncc(C#N)c(Nc3ccc(NCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,theta_6_panel120,rdkit_meeko_unified,7.14,5.41,5.41,39.0,542.0430000000001,5.575480000000004,115.2,9.750499999999999,9.471,38.614182064202296,38.756997475824235,-0.8577959676867056,0.0975356996
EGFR/HER2,EH120_079,A_only,CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,theta_6_panel120,rdkit_meeko_unified,7.22,5.52,5.52,24.0,389.25300000000016,3.9745000000000026,68.52,7.8415,7.811,31.642063405962027,41.98953122757014,-0.8242994372760696,0.6454520226
